id,uid,name,parent,href,hierarchy,subcategories
MCO1747,49271800-8695-11eb-b58f-031e1c58a5a1,Accesorios para Vehículos,"(None,)",https://www.mercadolibre.com.co/c/accesorios-para-vehiculos#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1747&c_uid=49271800-8695-11eb-b58f-031e1c58a5a1,1,19
MCO441917,49271801-8695-11eb-b58f-031e1c58a5a1,Agro,"(None,)",https://www.mercadolibre.com.co/c/agro#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO441917&c_uid=49271801-8695-11eb-b58f-031e1c58a5a1,1,8
MCO1403,49271802-8695-11eb-b58f-031e1c58a5a1,Alimentos y Bebidas,"(None,)",https://www.mercadolibre.com.co/c/alimentos-y-bebidas#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1403&c_uid=49271802-8695-11eb-b58f-031e1c58a5a1,1,7
MCO1071,49271803-8695-11eb-b58f-031e1c58a5a1,Animales y Mascotas,"(None,)",https://www.mercadolibre.com.co/c/animales-y-mascotas#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1071&c_uid=49271803-8695-11eb-b58f-031e1c58a5a1,1,10
MCO1367,49271804-8695-11eb-b58f-031e1c58a5a1,Antigüedades y Colecciones,"(None,)",https://www.mercadolibre.com.co/c/antiguedades-y-colecciones#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1367&c_uid=49271804-8695-11eb-b58f-031e1c58a5a1,1,8
MCO1368,49271805-8695-11eb-b58f-031e1c58a5a1,"Arte, Papelería y Mercería","(None,)",https://www.mercadolibre.com.co/c/arte-papeleria-y-merceria#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1368&c_uid=49271805-8695-11eb-b58f-031e1c58a5a1,1,8
MCO1384,49271806-8695-11eb-b58f-031e1c58a5a1,Bebés,"(None,)",https://www.mercadolibre.com.co/c/bebes#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1384&c_uid=49271806-8695-11eb-b58f-031e1c58a5a1,1,15
MCO1246,49271807-8695-11eb-b58f-031e1c58a5a1,Belleza y Cuidado Personal,"(None,)",https://www.mercadolibre.com.co/c/belleza-y-cuidado-personal#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1246&c_uid=49271807-8695-11eb-b58f-031e1c58a5a1,1,13
MCO40433,492b0fa0-8695-11eb-b58f-031e1c58a5a1,Boletas para Espectáculos,"(None,)",https://www.mercadolibre.com.co/c/boletas-para-espectaculos#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO40433&c_uid=492b0fa0-8695-11eb-b58f-031e1c58a5a1,1,7
MCO1039,49271808-8695-11eb-b58f-031e1c58a5a1,Cámaras y Accesorios,"(None,)",https://www.mercadolibre.com.co/c/camaras-y-accesorios#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1039&c_uid=49271808-8695-11eb-b58f-031e1c58a5a1,1,11
MCO1743,492b36b0-8695-11eb-b58f-031e1c58a5a1,"Carros, Motos y Otros","(None,)",https://www.mercadolibre.com.co/vehiculos/#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1743&c_uid=492b36b0-8695-11eb-b58f-031e1c58a5a1,1,7
MCO1051,49271809-8695-11eb-b58f-031e1c58a5a1,Celulares y Teléfonos,"(None,)",https://www.mercadolibre.com.co/c/celulares-y-telefonos#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1051&c_uid=49271809-8695-11eb-b58f-031e1c58a5a1,1,10
MCO1648,4927180a-8695-11eb-b58f-031e1c58a5a1,Computación,"(None,)",https://www.mercadolibre.com.co/c/computacion#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1648&c_uid=4927180a-8695-11eb-b58f-031e1c58a5a1,1,20
MCO1144,4927180b-8695-11eb-b58f-031e1c58a5a1,Consolas y Videojuegos,"(None,)",https://www.mercadolibre.com.co/c/consolas-y-videojuegos#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1144&c_uid=4927180b-8695-11eb-b58f-031e1c58a5a1,1,7
MCO1276,4927180c-8695-11eb-b58f-031e1c58a5a1,Deportes y Fitness,"(None,)",https://www.mercadolibre.com.co/c/deportes-y-fitness#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1276&c_uid=4927180c-8695-11eb-b58f-031e1c58a5a1,1,40
MCO5726,4927180d-8695-11eb-b58f-031e1c58a5a1,Electrodomésticos,"(None,)",https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO5726&c_uid=4927180d-8695-11eb-b58f-031e1c58a5a1,1,8
MCO1000,4927180e-8695-11eb-b58f-031e1c58a5a1,"Electrónica, Audio y Video","(None,)",https://www.mercadolibre.com.co/c/electronica-audio-y-video#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1000&c_uid=4927180e-8695-11eb-b58f-031e1c58a5a1,1,15
MCO175794,4927180f-8695-11eb-b58f-031e1c58a5a1,Herramientas y Construcción,"(None,)",https://www.mercadolibre.com.co/c/herramientas-y-construccion#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO175794&c_uid=4927180f-8695-11eb-b58f-031e1c58a5a1,1,10
MCO1574,49271810-8695-11eb-b58f-031e1c58a5a1,Hogar y Muebles,"(None,)",https://www.mercadolibre.com.co/c/hogar-y-muebles#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1574&c_uid=49271810-8695-11eb-b58f-031e1c58a5a1,1,12
MCO1499,49271811-8695-11eb-b58f-031e1c58a5a1,Industrias y Oficinas,"(None,)",https://www.mercadolibre.com.co/c/industrias-y-oficinas#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1499&c_uid=49271811-8695-11eb-b58f-031e1c58a5a1,1,13
MCO1459,492b5dc0-8695-11eb-b58f-031e1c58a5a1,Inmuebles,"(None,)",http://www.mercadolibre.com.co/inmuebles/#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1459&c_uid=492b5dc0-8695-11eb-b58f-031e1c58a5a1,1,15
MCO1182,49273f10-8695-11eb-b58f-031e1c58a5a1,Instrumentos Musicales,"(None,)",https://www.mercadolibre.com.co/c/instrumentos-musicales#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1182&c_uid=49273f10-8695-11eb-b58f-031e1c58a5a1,1,12
MCO1132,49273f11-8695-11eb-b58f-031e1c58a5a1,Juegos y Juguetes,"(None,)",https://www.mercadolibre.com.co/c/juegos-y-juguetes#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1132&c_uid=49273f11-8695-11eb-b58f-031e1c58a5a1,1,25
MCO3025,49273f12-8695-11eb-b58f-031e1c58a5a1,"Libros, Revistas y Comics","(None,)",https://www.mercadolibre.com.co/c/libros-revistas-y-comics#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO3025&c_uid=49273f12-8695-11eb-b58f-031e1c58a5a1,1,6
MCO1168,49273f13-8695-11eb-b58f-031e1c58a5a1,"Música, Películas y Series","(None,)",https://www.mercadolibre.com.co/c/musica-peliculas-y-series#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1168&c_uid=49273f13-8695-11eb-b58f-031e1c58a5a1,1,5
MCO118204,49273f14-8695-11eb-b58f-031e1c58a5a1,"Recuerdos, Piñatería y Fiestas","(None,)",https://www.mercadolibre.com.co/c/recuerdos-pinateria-y-fiestas#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO118204&c_uid=49273f14-8695-11eb-b58f-031e1c58a5a1,1,10
MCO3937,49273f15-8695-11eb-b58f-031e1c58a5a1,Relojes y Joyas,"(None,)",https://www.mercadolibre.com.co/c/relojes-y-joyas#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO3937&c_uid=49273f15-8695-11eb-b58f-031e1c58a5a1,1,11
MCO1430,49273f16-8695-11eb-b58f-031e1c58a5a1,Ropa y Accesorios,"(None,)",https://www.mercadolibre.com.co/c/ropa-y-accesorios#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1430&c_uid=49273f16-8695-11eb-b58f-031e1c58a5a1,1,24
MCO180800,49273f17-8695-11eb-b58f-031e1c58a5a1,Salud y Equipamiento Médico,"(None,)",https://www.mercadolibre.com.co/c/salud-y-equipamiento-medico#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO180800&c_uid=49273f17-8695-11eb-b58f-031e1c58a5a1,1,8
MCO1540,49273f18-8695-11eb-b58f-031e1c58a5a1,Servicios,"(None,)",https://www.mercadolibre.com.co/c/servicios#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1540&c_uid=49273f18-8695-11eb-b58f-031e1c58a5a1,1,13
MCO1953,49273f19-8695-11eb-b58f-031e1c58a5a1,Otras categorías,"(None,)",https://www.mercadolibre.com.co/c/otras-categorias#c_id=/home/categories/category-l1/category-l1&c_category_id=MCO1953&c_uid=49273f19-8695-11eb-b58f-031e1c58a5a1,1,13
MCO3813,,Accesorios para Celulares,MCO1051,https://celulares.mercadolibre.com.co/accesorios/#CATEGORY_ID=MCO3813&S=hc_celulares-y-telefonos,2,28
MCO436011,,Adaptadores,MCO3813,https://celulares.mercadolibre.com.co/accesorios-adaptadores/#CATEGORY_ID=MCO436011&S=hc_celulares-y-telefonos,3,0
MCO442254,,Amplificadores de Señal,MCO3813,https://celulares.mercadolibre.com.co/accesorios-amplificadores-senal/#CATEGORY_ID=MCO442254&S=hc_celulares-y-telefonos,3,0
MCO432023,,Anillos para Celulares,MCO3813,https://celulares.mercadolibre.com.co/accesorios-anillos/#CATEGORY_ID=MCO432023&S=hc_celulares-y-telefonos,3,0
MCO4161,,Antenas,MCO3813,https://celulares.mercadolibre.com.co/accesorios/antenas/#CATEGORY_ID=MCO4161&S=hc_celulares-y-telefonos,3,0
MCO5072,,Auriculares y Manos Libres,MCO3813,https://celulares.mercadolibre.com.co/accesorios-auriculares-manos-libres/#CATEGORY_ID=MCO5072&S=hc_celulares-y-telefonos,3,0
MCO5068,,Baterías,MCO3813,https://celulares.mercadolibre.com.co/accesorios/baterias/#CATEGORY_ID=MCO5068&S=hc_celulares-y-telefonos,3,0
MCO3520,,Cables de Audio y TV,MCO3813,https://celulares.mercadolibre.com.co/accesorios/cables-audio-tv/#CATEGORY_ID=MCO3520&S=hc_celulares-y-telefonos,3,0
MCO4922,,Cables de Datos,MCO3813,https://celulares.mercadolibre.com.co/accesorios-cables-datos/#CATEGORY_ID=MCO4922&S=hc_celulares-y-telefonos,3,0
MCO432437,,"Carcasas, Fundas y Protectores",MCO3813,https://celulares.mercadolibre.com.co/accesorios-carcasas-fundas-protectores/#CATEGORY_ID=MCO432437&S=hc_celulares-y-telefonos,3,0
MCO5069,,Cargadores,MCO3813,https://celulares.mercadolibre.com.co/accesorios/cargadores/#CATEGORY_ID=MCO5069&S=hc_celulares-y-telefonos,3,0
MCO432435,,Colgantes y Soportes,MCO3813,https://celulares.mercadolibre.com.co/accesorios-colgantes-soportes/#CATEGORY_ID=MCO432435&S=hc_celulares-y-telefonos,3,0
MCO167698,,Controles,MCO3813,https://celulares.mercadolibre.com.co/accesorios/controles/#CATEGORY_ID=MCO167698&S=hc_celulares-y-telefonos,3,0
MCO431968,,Cortadores de Chips,MCO3813,https://celulares.mercadolibre.com.co/accesorios-cortadores-chips/#CATEGORY_ID=MCO431968&S=hc_celulares-y-telefonos,3,0
MCO432436,,Fotografía para Celulares,MCO3813,https://celulares.mercadolibre.com.co/accesorios-fotografia/#CATEGORY_ID=MCO432436&S=hc_celulares-y-telefonos,3,0
MCO403380,,Impresoras para Celulares,MCO3813,https://celulares.mercadolibre.com.co/accesorios-impresoras/#CATEGORY_ID=MCO403380&S=hc_celulares-y-telefonos,3,0
MCO39109,,Lápices Ópticos,MCO3813,https://celulares.mercadolibre.com.co/accesorios/lapices-opticos/#CATEGORY_ID=MCO39109&S=hc_celulares-y-telefonos,3,0
MCO442251,,Lectores de Memorias,MCO3813,https://celulares.mercadolibre.com.co/accesorios-lectores-memorias/#CATEGORY_ID=MCO442251&S=hc_celulares-y-telefonos,3,0
MCO7908,,Memorias,MCO3813,https://celulares.mercadolibre.com.co/accesorios-memorias/#CATEGORY_ID=MCO7908&S=hc_celulares-y-telefonos,3,0
MCO11860,,Parlantes,MCO3813,https://celulares.mercadolibre.com.co/accesorios/parlantes/#CATEGORY_ID=MCO11860&S=hc_celulares-y-telefonos,3,0
MCO432995,,Pines Extractores de Sim,MCO3813,https://celulares.mercadolibre.com.co/accesorios-pines-extractores-sim/#CATEGORY_ID=MCO432995&S=hc_celulares-y-telefonos,3,0
MCO417773,,Receptores Inalámbricos Qi,MCO3813,https://celulares.mercadolibre.com.co/accesorios-receptores-inalambricos-qi/#CATEGORY_ID=MCO417773&S=hc_celulares-y-telefonos,3,0
MCO431967,,Separadores de Displays,MCO3813,https://celulares.mercadolibre.com.co/accesorios-separadores-displays/#CATEGORY_ID=MCO431967&S=hc_celulares-y-telefonos,3,0
MCO10983,,SIM Cards,MCO3813,https://celulares.mercadolibre.com.co/accesorios/sim-cards/#CATEGORY_ID=MCO10983&S=hc_celulares-y-telefonos,3,0
MCO433728,,Skins,MCO3813,https://celulares.mercadolibre.com.co/accesorios-skins/#CATEGORY_ID=MCO433728&S=hc_celulares-y-telefonos,3,0
MCO112317,,Software,MCO3813,https://celulares.mercadolibre.com.co/accesorios/software/#CATEGORY_ID=MCO112317&S=hc_celulares-y-telefonos,3,0
MCO416203,,Tapetes Antiestáticos,MCO3813,https://celulares.mercadolibre.com.co/accesorios-tapetes-antiestaticos/#CATEGORY_ID=MCO416203&S=hc_celulares-y-telefonos,3,0
MCO417675,,Ventiladores para Celulares,MCO3813,https://celulares.mercadolibre.com.co/accesorios-ventiladores/#CATEGORY_ID=MCO417675&S=hc_celulares-y-telefonos,3,0
MCO5549,,Otros,MCO3813,https://celulares.mercadolibre.com.co/accesorios/otros/#CATEGORY_ID=MCO5549&S=hc_celulares-y-telefonos,3,0
MCO1055,,Celulares y Smartphones,MCO1051,https://celulares.mercadolibre.com.co/#CATEGORY_ID=MCO1055&S=hc_celulares-y-telefonos,2,0
MCO401278,,Gafas de Realidad Virtual,MCO1051,https://listado.mercadolibre.com.co/gafas-realidad-virtual/#CATEGORY_ID=MCO401278&S=hc_celulares-y-telefonos,2,0
MCO1058,,Radios y Handies,MCO1051,https://telefonos.mercadolibre.com.co/radios-handies/#CATEGORY_ID=MCO1058&S=hc_celulares-y-telefonos,2,5
MCO2910,,Accesorios,MCO1058,https://telefonos.mercadolibre.com.co/radios-handies-accesorios/#CATEGORY_ID=MCO2910&S=hc_celulares-y-telefonos,3,0
MCO442234,,Equipos Base,MCO1058,https://telefonos.mercadolibre.com.co/radios-handies-equipos-base/#CATEGORY_ID=MCO442234&S=hc_celulares-y-telefonos,3,0
MCO2907,,Equipos Móviles,MCO1058,https://telefonos.mercadolibre.com.co/radios-handies-equipos-moviles/#CATEGORY_ID=MCO2907&S=hc_celulares-y-telefonos,3,0
MCO442235,,Handies,MCO1058,https://telefonos.mercadolibre.com.co/radios-handie/#CATEGORY_ID=MCO442235&S=hc_celulares-y-telefonos,3,0
MCO2911,,Otros,MCO1058,https://telefonos.mercadolibre.com.co/radios-handies/otros/#CATEGORY_ID=MCO2911&S=hc_celulares-y-telefonos,3,0
MCO442202,,Repuestos de Celulares,MCO1051,https://listado.mercadolibre.com.co/repuestos-celulares/#CATEGORY_ID=MCO442202&S=hc_celulares-y-telefonos,2,19
MCO442240,,Antenas,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-antenas/#CATEGORY_ID=MCO442240&S=hc_celulares-y-telefonos,3,0
MCO442244,,Bandejas Porta Sim,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-bandejas-porta-sim/#CATEGORY_ID=MCO442244&S=hc_celulares-y-telefonos,3,0
MCO442241,,Baterías,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-baterias/#CATEGORY_ID=MCO442241&S=hc_celulares-y-telefonos,3,0
MCO442236,,Bisagras,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-bisagras/#CATEGORY_ID=MCO442236&S=hc_celulares-y-telefonos,3,0
MCO432009,,Botones,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-botones/#CATEGORY_ID=MCO432009&S=hc_celulares-y-telefonos,3,0
MCO442245,,Cámaras Internas,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-camaras-internas/#CATEGORY_ID=MCO442245&S=hc_celulares-y-telefonos,3,0
MCO442239,,Carcasas,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-carcasas/#CATEGORY_ID=MCO442239&S=hc_celulares-y-telefonos,3,0
MCO48906,,Displays y LCD,MCO442202,https://celulares.mercadolibre.com.co/repuestos-displays-lcd/#CATEGORY_ID=MCO48906&S=hc_celulares-y-telefonos,3,0
MCO5217,,Flex,MCO442202,https://celulares.mercadolibre.com.co/repuestos-flex/#CATEGORY_ID=MCO5217&S=hc_celulares-y-telefonos,3,0
MCO432463,,Kit de Reparación de Celulares,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-kit-reparacion/#CATEGORY_ID=MCO432463&S=hc_celulares-y-telefonos,3,0
MCO112318,,Micrófonos,MCO442202,https://celulares.mercadolibre.com.co/repuestos-microfonos/#CATEGORY_ID=MCO112318&S=hc_celulares-y-telefonos,3,0
MCO442237,,Parlantes Internos,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-parlantes-internos/#CATEGORY_ID=MCO442237&S=hc_celulares-y-telefonos,3,0
MCO442243,,Pines de Carga,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-pines-carga/#CATEGORY_ID=MCO442243&S=hc_celulares-y-telefonos,3,0
MCO433156,,Placas de Carga,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-placas-carga/#CATEGORY_ID=MCO433156&S=hc_celulares-y-telefonos,3,0
MCO442238,,Placas Madre,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-placas-madre/#CATEGORY_ID=MCO442238&S=hc_celulares-y-telefonos,3,0
MCO39046,,Teclados,MCO442202,https://celulares.mercadolibre.com.co/repuestos-teclados/#CATEGORY_ID=MCO39046&S=hc_celulares-y-telefonos,3,0
MCO66821,,Trackballs,MCO442202,https://celulares.mercadolibre.com.co/repuestos-trackballs/#CATEGORY_ID=MCO66821&S=hc_celulares-y-telefonos,3,0
MCO112319,,Visores,MCO442202,https://celulares.mercadolibre.com.co/repuestos-visores/#CATEGORY_ID=MCO112319&S=hc_celulares-y-telefonos,3,0
MCO442242,,Otros Repuestos,MCO442202,https://listado.mercadolibre.com.co/repuestos-celulares-otros/#CATEGORY_ID=MCO442242&S=hc_celulares-y-telefonos,3,0
MCO417704,,Smartwatches y Accesorios,MCO1051,https://listado.mercadolibre.com.co/smartwatches-accesorios/#CATEGORY_ID=MCO417704&S=hc_celulares-y-telefonos,2,6
MCO417706,,Baterías,MCO417704,https://listado.mercadolibre.com.co/smartwatches-accesorios-baterias/#CATEGORY_ID=MCO417706&S=hc_celulares-y-telefonos,3,0
MCO417755,,Cargadores,MCO417704,https://listado.mercadolibre.com.co/smartwatches-accesorios-cargadores/#CATEGORY_ID=MCO417755&S=hc_celulares-y-telefonos,3,0
MCO434353,,Correas,MCO417704,https://listado.mercadolibre.com.co/smartwatches-accesorios-correas/#CATEGORY_ID=MCO434353&S=hc_celulares-y-telefonos,3,0
MCO417718,,Protectores de Pantalla,MCO417704,https://listado.mercadolibre.com.co/smartwatches-accesorios-protectores-pantalla/#CATEGORY_ID=MCO417718&S=hc_celulares-y-telefonos,3,0
MCO118449,,Smartwatch,MCO417704,https://celulares.mercadolibre.com.co/smartwatches-accesorios-smartwatch/#CATEGORY_ID=MCO118449&S=hc_celulares-y-telefonos,3,0
MCO417705,,Otros,MCO417704,https://listado.mercadolibre.com.co/smartwatches-accesorios-otros/#CATEGORY_ID=MCO417705&S=hc_celulares-y-telefonos,3,0
MCO10616,,Tarificadores y Cabinas,MCO1051,https://telefonos.mercadolibre.com.co/tarificadores-cabinas/#CATEGORY_ID=MCO10616&S=hc_celulares-y-telefonos,2,3
MCO68009,,Cabinas,MCO10616,https://telefonos.mercadolibre.com.co/tarificadores-cabinas/cabinas/#CATEGORY_ID=MCO68009&S=hc_celulares-y-telefonos,3,0
MCO53597,,Tarificadores,MCO10616,https://telefonos.mercadolibre.com.co/tarificadores-cabinas/tarificadores/#CATEGORY_ID=MCO53597&S=hc_celulares-y-telefonos,3,0
MCO53603,,Otros,MCO10616,https://telefonos.mercadolibre.com.co/tarificadores-cabinas/otros/#CATEGORY_ID=MCO53603&S=hc_celulares-y-telefonos,3,0
MCO1053,,Telefonía Fija e Inalámbrica,MCO1051,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica/#CATEGORY_ID=MCO1053&S=hc_celulares-y-telefonos,2,9
MCO442214,,Accesorios,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-accesorios/#CATEGORY_ID=MCO442214&S=hc_celulares-y-telefonos,3,0
MCO442219,,Caller ID,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-caller-id/#CATEGORY_ID=MCO442219&S=hc_celulares-y-telefonos,3,0
MCO442205,,Centrales Telefónicas,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-centrales-telefonicas/#CATEGORY_ID=MCO442205&S=hc_celulares-y-telefonos,3,0
MCO442218,,Contestadores,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-contestadores/#CATEGORY_ID=MCO442218&S=hc_celulares-y-telefonos,3,0
MCO8473,,Faxes,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija/faxes/#CATEGORY_ID=MCO8473&S=hc_celulares-y-telefonos,3,0
MCO2896,,Teléfonos,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija/telefonos-mesa/#CATEGORY_ID=MCO2896&S=hc_celulares-y-telefonos,3,0
MCO413707,,Teléfonos Headset,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-headset/#CATEGORY_ID=MCO413707&S=hc_celulares-y-telefonos,3,0
MCO454750,,Teléfonos Rurales,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija-e-inalambrica-rurales/#CATEGORY_ID=MCO454750&S=hc_celulares-y-telefonos,3,0
MCO2899,,Otros,MCO1053,https://telefonos.mercadolibre.com.co/telefonia-fija/otros/#CATEGORY_ID=MCO2899&S=hc_celulares-y-telefonos,3,0
MCO5237,,Telefonía IP,MCO1051,https://telefonos.mercadolibre.com.co/telefonia-ip/#CATEGORY_ID=MCO5237&S=hc_celulares-y-telefonos,2,5
MCO441776,,Gateways,MCO5237,https://telefonos.mercadolibre.com.co/telefonia-ip-gateways/#CATEGORY_ID=MCO441776&S=hc_celulares-y-telefonos,3,0
MCO17664,,Recarga de Crédito,MCO5237,https://telefonos.mercadolibre.com.co/telefonia-ip/recarga-credito/#CATEGORY_ID=MCO17664&S=hc_celulares-y-telefonos,3,0
MCO17662,,Routers,MCO5237,https://telefonos.mercadolibre.com.co/telefonia-ip-routers/#CATEGORY_ID=MCO17662&S=hc_celulares-y-telefonos,3,0
MCO9210,,Teléfonos,MCO5237,https://telefonos.mercadolibre.com.co/telefonia-ip/telefonos/#CATEGORY_ID=MCO9210&S=hc_celulares-y-telefonos,3,0
MCO17663,,Otros,MCO5237,https://telefonos.mercadolibre.com.co/telefonia-ip/otros/#CATEGORY_ID=MCO17663&S=hc_celulares-y-telefonos,3,0
MCO1915,,Otros,MCO1051,https://celulares.mercadolibre.com.co/otros/#CATEGORY_ID=MCO1915&S=hc_celulares-y-telefonos,2,0
MCO180893,,Artículos de Peluquería,MCO1246,https://listado.mercadolibre.com.co/salud-belleza/articulos-peluqueria/#CATEGORY_ID=MCO180893&S=hc_belleza-y-cuidado-personal,2,4
MCO264751,,Accesorios de Peluquería,MCO180893,https://listado.mercadolibre.com.co/articulos-peluqueria-accesorios/#CATEGORY_ID=MCO264751&S=hc_belleza-y-cuidado-personal,3,0
MCO180954,,Extensiones y Pelucas,MCO180893,https://listado.mercadolibre.com.co/articulos-peluqueria-extensiones-pelucas/#CATEGORY_ID=MCO180954&S=hc_belleza-y-cuidado-personal,3,0
MCO172889,,Muebles para Peluquería,MCO180893,https://listado.mercadolibre.com.co/articulos-peluqueria/muebles/#CATEGORY_ID=MCO172889&S=hc_belleza-y-cuidado-personal,3,0
MCO431644,,Otros,MCO180893,https://listado.mercadolibre.com.co/articulos-peluqueria-otros/#CATEGORY_ID=MCO431644&S=hc_belleza-y-cuidado-personal,3,0
MCO180894,,Barbería,MCO1246,https://listado.mercadolibre.com.co/salud-belleza/barberia/#CATEGORY_ID=MCO180894&S=hc_belleza-y-cuidado-personal,2,14
MCO7087,,Afeitadoras,MCO180894,https://listado.mercadolibre.com.co/barberia-afeitadoras/#CATEGORY_ID=MCO7087&S=hc_belleza-y-cuidado-personal,3,0
MCO432086,,"Bálsamos, Aceites y Tónicos",MCO180894,https://listado.mercadolibre.com.co/barberia-balsamos-aceites-tonicos/#CATEGORY_ID=MCO432086&S=hc_belleza-y-cuidado-personal,3,0
MCO417581,,Brochas de Afeitar,MCO180894,https://listado.mercadolibre.com.co/barberia-brochas-afeitar/#CATEGORY_ID=MCO417581&S=hc_belleza-y-cuidado-personal,3,0
MCO181114,,Capas,MCO180894,https://listado.mercadolibre.com.co/barberia-capas/#CATEGORY_ID=MCO181114&S=hc_belleza-y-cuidado-personal,3,0
MCO180910,,Espumas de Afeitar,MCO180894,https://listado.mercadolibre.com.co/barberia/espumas-afeitar/#CATEGORY_ID=MCO180910&S=hc_belleza-y-cuidado-personal,3,0
MCO180911,,Hojas de Afeitar,MCO180894,https://listado.mercadolibre.com.co/barberia/hojas-afeitar/#CATEGORY_ID=MCO180911&S=hc_belleza-y-cuidado-personal,3,0
MCO417751,,Jabones para Barba,MCO180894,https://listado.mercadolibre.com.co/barberia-jabones-barba/#CATEGORY_ID=MCO417751&S=hc_belleza-y-cuidado-personal,3,0
MCO417752,,Kits para Barba,MCO180894,https://listado.mercadolibre.com.co/barberia-kits-barba/#CATEGORY_ID=MCO417752&S=hc_belleza-y-cuidado-personal,3,0
MCO180912,,Navajas de Afeitar,MCO180894,https://listado.mercadolibre.com.co/barberia/navajas-afeitar/#CATEGORY_ID=MCO180912&S=hc_belleza-y-cuidado-personal,3,0
MCO180914,,Peines de Barbas,MCO180894,https://listado.mercadolibre.com.co/barberia/peines-barbas/#CATEGORY_ID=MCO180914&S=hc_belleza-y-cuidado-personal,3,0
MCO433420,,Planchas para Barba,MCO180894,https://listado.mercadolibre.com.co/barberia-planchas-barba/#CATEGORY_ID=MCO433420&S=hc_belleza-y-cuidado-personal,3,0
MCO180913,,Post Afeitar,MCO180894,https://listado.mercadolibre.com.co/barberia/post-afeitar/#CATEGORY_ID=MCO180913&S=hc_belleza-y-cuidado-personal,3,0
MCO417576,,Repuestos para Afeitadoras,MCO180894,https://listado.mercadolibre.com.co/barberia-repuestos-afeitadoras/#CATEGORY_ID=MCO417576&S=hc_belleza-y-cuidado-personal,3,0
MCO180915,,Otros,MCO180894,https://listado.mercadolibre.com.co/barberia/otros/#CATEGORY_ID=MCO180915&S=hc_belleza-y-cuidado-personal,3,0
MCO1253,,Cuidado de la Piel,MCO1246,https://listado.mercadolibre.com.co/salud-belleza/cuidado-piel/#CATEGORY_ID=MCO1253&S=hc_belleza-y-cuidado-personal,2,10
MCO180934,,Autobronceadores,MCO1253,https://listado.mercadolibre.com.co/cuidado-piel-autobronceadores/#CATEGORY_ID=MCO180934&S=hc_belleza-y-cuidado-personal,3,0
MCO181041,,Bálsamos,MCO1253,https://listado.mercadolibre.com.co/cuidado-piel-balsamos/#CATEGORY_ID=MCO181041&S=hc_belleza-y-cuidado-personal,3,0
